2017-03-14,0.8756,1.0631,3.3591,1.0726
2017-02-24,0.8450,1.0609,3.2770,1.0649
2017-02-27,0.8528,1.0587,3.2916,1.0664
2017-02-25,0.8450,1.0609,3.2770,1.0649
2017-02-26,0.8450,1.0609,3.2770,1.0649
2017-02-28,0.8531,1.0597,3.2810,1.0648
2017-03-01,0.8555,1.0533,3.2768,1.0647
2017-03-02,0.8556,1.0514,3.2687,1.0651
2017-03-15,0.8707,1.0622,3.3553,1.0715
2017-03-03,0.8636,1.0565,3.3080,1.0675
2017-03-06,0.8630,1.0592,3.2896,1.0694
2017-03-04,0.8636,1.0565,3.3080,1.0675
2017-03-05,0.8636,1.0565,3.3080,1.0675
2017-03-07,0.8671,1.0576,3.2974,1.0730
2017-03-08,0.8675,1.0556,3.3151,1.0702
2017-03-09,0.8665,1.0551,3.3436,1.0709
2017-03-10,0.8725,1.0606,3.3694,1.0743
2017-03-13,0.8726,1.0663,3.3609,1.0749
2017-03-11,0.8725,1.0606,3.3694,1.0743
2017-03-12,0.8725,1.0606,3.3694,1.0743
2017-03-16,0.8681,1.0726,3.3244,1.0695
2017-03-20,0.8679,1.0752,3.3416,1.0720
2017-03-17,0.8687,1.0737,3.3342,1.0698
2017-03-18,0.8687,1.0737,3.3342,1.0698
2017-03-19,0.8687,1.0737,3.3342,1.0698
2017-03-21,0.8675,1.0802,3.3175,1.0750
2017-03-22,0.8679,1.0807,3.3484,1.0714
2017-03-23,0.8627,1.0786,3.3608,1.0700
2017-03-24,0.8660,1.0805,3.3845,1.0718
